count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
7428,2018,5,North West,85,Manchester,A665,Major,A6042,A6010,384311,400000,53.49646400,-2.23796290,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,252,87,15733,267,1698,133,26,15,9,30,19,233,18017
8563,2018,5,North West,85,Manchester,A62,Major,A6,A665,384671,398413,53.48221100,-2.23245820,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,149,35,9183,200,2036,177,24,3,1,0,0,205,11659
99616,2018,5,North West,85,Manchester,A664,Major,A6104,M60,386320,404040,53.53283400,-2.20785750,0.20,0.12,Estimated,Estimated from nearby links,13,306,20679,99,5278,561,96,224,72,245,367,1565,27927
73780,2018,5,North West,85,Manchester,A662,Major,A6010,LA Boundary,388000,398490,53.48299000,-2.18229740,1.90,1.18,Estimated,Estimated using previous year's AADF on this link,97,58,8325,218,1632,100,19,43,7,21,14,204,10437
56529,2018,5,North West,85,Manchester,A5103,Major,A34,A34,384060,397800,53.47668200,-2.24163380,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,485,77,8572,1644,1455,195,22,4,5,3,3,232,11979
47456,2018,5,North West,85,Manchester,A664,Major,A6010,A6104,385800,403000,53.52347200,-2.21565510,3.70,2.30,Estimated,Estimated using previous year's AADF on this link,92,74,14618,489,2409,218,30,58,38,33,28,406,17997
80941,2018,5,North West,85,Manchester,A5103,Major,A57(M),A5067,383750,396930,53.46885300,-2.24625920,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,45,228,34707,185,4292,406,62,49,43,134,94,787,40199
944480,2018,5,North West,85,Manchester,U,Minor,,,381620,393920,53.44172800,-2.27816830,,,Counted,Manual count,45,0,433,0,47,0,0,0,0,0,0,0,480
17936,2018,5,North West,85,Manchester,A6010,Major,A665,LA Boundary,384000,400429,53.50031100,-2.24267280,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,160,108,12430,36,1580,140,20,58,12,26,17,274,14428
7922,2018,5,North West,85,Manchester,A6143,Major,A57,A56,383000,397837,53.47698200,-2.25760660,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,218,65,4442,122,653,24,7,8,4,1,0,43,5325
46357,2018,5,North West,85,Manchester,A34,Major,LA Boundary,A5145,385350,390000,53.40661000,-2.22183180,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,80,119,33053,240,3207,238,54,55,19,37,33,436,37055
70272,2018,5,North West,85,Manchester,A57M,Major,A6,A635,385000,397480,53.47383400,-2.22745570,0.30,0.19,Estimated,Estimated from nearby links,0,182,26139,37,4822,451,81,150,26,111,235,1054,32234
75237,2018,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382250,390750,53.41325600,-2.26850430,0.80,0.50,Estimated,Estimated from nearby links,0,151,53765,69,8821,1054,247,457,92,1360,334,3544,66349
944432,2018,5,North West,85,Manchester,U,Minor,,,388298,395558,53.45664300,-2.17769660,,,Counted,Manual count,76,28,845,7,108,1,3,0,1,0,0,5,992
99516,2018,5,North West,85,Manchester,A56,Major,A5014,A57(M),382585,397080,53.47016400,-2.26381700,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,497,234,26059,232,3795,383,89,86,26,147,77,809,31128
36355,2018,5,North West,85,Manchester,A5079,Major,A34,A6,387020,395000,53.45159700,-2.19691960,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,91,31,9782,80,959,107,15,6,2,8,6,144,10996
75246,2018,5,North West,85,Manchester,A665,Major,Oldham Rd,Rochdale Rd,384550,398770,53.48541600,-2.23429920,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,238,123,13804,60,2042,213,50,31,10,16,30,351,16379
78683,2016,5,North West,85,Manchester,M56,Major,5,Thorley Lane bridge,381330,386100,53.37142928,-2.28206830,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,0,99,51196,329,4056,245,86,128,4,7,39,508,56188
70165,2018,5,North West,85,Manchester,A57M,Major,A57(M),A56,382920,397360,53.47269200,-2.25878580,0.20,0.12,Estimated,Estimated from nearby links,0,316,39084,141,6595,774,131,282,76,222,184,1669,47804
90167,2018,5,North West,85,Manchester,A34,Major,Mosley St,A6042,383900,398130,53.47964400,-2.24406160,0.30,0.19,Counted,Manual count,422,15,1197,863,228,22,4,8,0,0,1,35,2339
944439,2018,5,North West,85,Manchester,U,Minor,,,386425,397788,53.47664100,-2.20600050,,,Counted,Manual count,52,8,2166,7,293,10,0,1,0,0,0,11,2485
7947,2018,5,North West,85,Manchester,A34,Major,A6042,A56,383700,398236,53.48059000,-2.24708060,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,268,118,6502,798,1081,69,15,1,4,1,0,90,8590
16589,2018,5,North West,85,Manchester,A62,Major,A6010,LA Boundary,386280,400000,53.49652000,-2.20828260,2.40,1.49,Counted,Manual count,213,130,20187,515,3225,315,78,112,56,151,132,844,24901
73792,2010,5,North West,85,Manchester,A57,Major,LA Boundary,A6143,382674,397675,53.47551638,-2.26250935,0.10,0.06,Counted,Dependent on a neighbouring counted link,268,298,32517,248,4267,927,142,304,98,94,325,1890,39220
56370,2018,5,North West,85,Manchester,A57,Major,A6143,A57(M),382800,397500,53.47394600,-2.26060130,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,453,395,48855,176,8244,967,163,353,95,278,230,2086,59756
56136,2018,5,North West,85,Manchester,A6,Major,A665,A57,385500,396773,53.46749300,-2.21989000,0.60,0.37,Counted,Manual count,315,71,8598,478,1130,77,30,15,3,8,9,143,10421
7946,2018,5,North West,85,Manchester,A6,Major,A5079,A6010,386892,395446,53.45560200,-2.19886570,0.20,0.12,Counted,Manual count,402,90,14744,668,1531,200,36,38,10,23,17,325,17358
80944,2021,5,North West,85,Manchester,A5067,Major,LA Boundary,A5067,382930,396560,53.46550100,-2.25859140,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,903,74,9281,214,1198,138,35,15,4,15,21,227,10994
37838,2018,5,North West,85,Manchester,A6010,Major,A665,A664,385000,400600,53.50187800,-2.22760600,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,153,102,16151,134,2287,221,43,64,18,35,24,404,19078
17675,2018,5,North West,85,Manchester,A5103,Major,A5145,A6010,383647,393000,53.43352500,-2.24760500,2.20,1.37,Estimated,Estimated using previous year's AADF on this link,252,263,41132,446,4707,356,74,72,21,114,93,730,47279
27403,2018,5,North West,85,Manchester,A635,Major,A665,A6010,386000,397614,53.47506600,-2.21239600,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,436,242,21075,182,4429,432,117,165,38,154,104,1012,26940
38649,2018,5,North West,85,Manchester,A62,Major,A6,A6,384586,398306,53.48124600,-2.23373380,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,486,36,1656,127,306,49,8,2,4,4,1,68,2193
27797,2018,5,North West,85,Manchester,A6010,Major,A662,A62,386880,399000,53.48754700,-2.19919620,1.90,1.18,Estimated,Estimated using previous year's AADF on this link,283,157,21068,149,3371,277,102,144,41,82,121,767,25511
37944,2018,5,North West,85,Manchester,A6010,Major,A635,A662,387250,398000,53.47856800,-2.19357910,0.80,0.50,Counted,Manual count,279,121,23793,205,3442,370,121,115,35,115,83,839,28399
944400,2018,5,North West,85,Manchester,B5167,Minor,,,383774,391202,53.41736800,-2.24560020,,,Counted,Manual count,314,86,8214,279,979,29,6,14,1,1,0,51,9610
944466,2018,5,North West,85,Manchester,U,Minor,,,381115,388131,53.38967600,-2.28542180,,,Counted,Manual count,40,0,204,0,33,0,0,0,0,0,0,0,237
80943,2021,5,North West,85,Manchester,A5067,Major,A5067,A5103,383360,396700,53.46677300,-2.25212190,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,880,58,7711,232,1060,62,9,12,0,1,2,86,9147
81152,2021,5,North West,85,Manchester,A5067,Major,Princess Road,Mancunian Way,384050,396920,53.46877200,-2.24173950,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,770,30,4834,33,601,35,12,8,2,1,4,62,5560
80714,2018,5,North West,85,Manchester,A6042,Major,A6,A57,382760,397720,53.47592200,-2.26121610,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,159,236,25860,130,3355,411,93,151,38,74,48,815,30396
27975,2018,5,North West,85,Manchester,A34,Major,A56 Deansgate,LA Boundary,383150,398200,53.48024900,-2.25536620,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,222,99,10959,91,1329,111,18,8,8,2,6,152,12631
27447,2018,5,North West,85,Manchester,A664,Major,Addington St,A6010,385390,400005,53.49654100,-2.22169850,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,228,69,11650,725,1316,128,17,31,1,5,3,186,13946
944473,2018,5,North West,85,Manchester,U,Minor,,,385389,396445,53.46454200,-2.22154660,,,Counted,Manual count,51,0,358,1,60,0,0,1,0,0,0,1,420
36577,2018,5,North West,85,Manchester,A56,Major,A6041,A6042,383830,399020,53.48764100,-2.24516250,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,115,144,15134,164,2831,310,68,29,13,13,14,446,18718
77003,2018,5,North West,85,Manchester,A6,Major,A6 Aytoun St,A6 Piccadilly,384480,398210,53.48038000,-2.23532620,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,391,106,6946,2996,1239,99,19,18,5,2,0,142,11430
28246,2018,5,North West,85,Manchester,A6010,Major,B5117,A34,385898,395197,53.45333800,-2.21382340,0.80,0.50,Counted,Manual count,177,32,8960,75,1036,49,15,2,0,1,4,70,10173
75242,2018,5,North West,85,Manchester,A34,Major,Grosvenor St,A57 (M) mid-junction,384500,397250,53.47175200,-2.23497710,0.10,0.06,Estimated,Estimated from nearby links,509,105,7870,148,802,82,15,32,3,8,7,147,9072
27796,2018,5,North West,85,Manchester,A6010,Major,A5103,B5093,385000,394100,53.44345300,-2.22729320,1.70,1.06,Estimated,Estimated using previous year's AADF on this link,196,55,11364,72,1504,95,16,20,1,13,12,157,13151
73795,2018,5,North West,85,Manchester,M60,Major,LA Boundary,M60 spur,381750,390870,53.41431700,-2.27603340,0.60,0.37,Counted,Dependent on a neighbouring counted link,0,274,97754,125,16038,1917,449,832,166,2472,608,6444,120635
944451,2018,5,North West,85,Manchester,U,Minor,,,383088,389620,53.40312700,-2.25583620,,,Counted,Manual count,180,52,7486,114,1101,92,40,5,6,8,2,153,8906
75235,2018,5,North West,85,Manchester,A5103,Major,M60 spur,M60 spur/A5103,382450,390730,53.41308300,-2.26549430,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,1,239,53067,253,6291,371,89,122,23,145,165,916,60767
60078,2018,5,North West,85,Manchester,A6,Major,A6010,A6010,386750,395640,53.45734300,-2.20101240,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,400,138,14696,592,1534,113,26,37,17,12,10,215,17174
93159,2021,5,North West,85,Manchester,A6042,Major,A6,A57,382760,397720,53.47592200,-2.26121610,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,163,174,21912,86,3200,382,88,148,36,72,45,771,26141
99014,2021,5,North West,85,Manchester,A6010,Major,A57,A635,387200,397020,53.46975800,-2.19429220,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,286,70,21379,149,3241,395,128,63,9,74,100,769,25607
944414,2018,5,North West,85,Manchester,C,Minor,,,384169,403141,53.52469200,-2.24026310,,,Counted,Manual count,48,33,6281,61,765,57,17,4,1,8,8,96,7236
944443,2018,5,North West,85,Manchester,U,Minor,,,384186,401392,53.50897200,-2.23991780,,,Counted,Manual count,0,2,366,1,39,1,2,0,0,0,0,3,411
809525,2021,5,North West,85,Manchester,B5093,Minor,,,386951,394109,53.44358600,-2.19792130,,,Counted,Manual count,194,35,9245,151,1323,79,22,18,1,1,4,124,10879
73788,2018,5,North West,85,Manchester,A6,Major,LA Boundary,A56,383704,398570,53.48359200,-2.24703780,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,23,9,2343,308,350,42,1,6,1,0,1,51,3060
944453,2018,5,North West,85,Manchester,U,Minor,,,382720,387582,53.38479600,-2.26125890,,,Counted,Manual count,156,24,2826,82,299,15,1,0,0,0,0,15,3246
48339,2018,5,North West,85,Manchester,A560,Major,M56,M56,382582,389073,53.39819300,-2.26341640,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,110,93,20613,269,3713,425,111,74,24,126,102,862,25550
37943,2018,5,North West,85,Manchester,A662,Major,A665,A6010,386000,398470,53.48276000,-2.21243450,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,139,26,9743,228,1863,172,29,42,24,37,15,319,12178
57496,2018,5,North West,85,Manchester,A665,Major,A6,A57,385720,396800,53.46774200,-2.21657720,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,154,106,13341,154,3191,241,66,53,19,47,23,448,17242
809028,2021,5,North West,85,Manchester,B6393,Minor,,,387969,402134,53.51574300,-2.18290570,,,Counted,Manual count,136,31,10564,20,1717,104,12,24,8,11,13,172,12505
806615,2021,5,North West,85,Manchester,U,Minor,,,388100,400203,53.49838900,-2.18085610,,,Counted,Manual count,15,4,555,0,100,2,0,0,0,0,0,2,661
99516,2021,5,North West,85,Manchester,A56,Major,A5014,A57(M),382585,397080,53.47016400,-2.26381700,0.70,0.43,Counted,Manual count,392,169,19435,170,3719,310,65,129,14,52,147,717,24211
99616,2021,5,North West,85,Manchester,A664,Major,A6104,M60,386320,404040,53.53283400,-2.20785750,0.20,0.12,Estimated,Estimated from nearby links,111,157,22516,159,4240,390,88,122,35,140,284,1060,28133
803839,2021,5,North West,85,Manchester,U,Minor,,,382575,397019,53.46961500,-2.26396430,,,Counted,Manual count,8,1,194,0,51,0,0,0,0,0,0,0,246
18202,2016,5,North West,85,Manchester,A5103,Major,A34,A6,384268,398000,53.47848799,-2.23851006,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,522,86,9621,3344,1541,148,32,2,5,3,2,193,14784
73787,2018,5,North West,85,Manchester,A6042,Major,LA Boundary,A56,383696,399086,53.48823000,-2.24718540,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,127,200,24125,45,3742,424,93,126,38,65,53,798,28910
73787,2021,5,North West,85,Manchester,A6042,Major,LA Boundary,A56,383696,399086,53.48823000,-2.24718540,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,133,169,19754,19,3254,314,73,98,20,134,76,715,23912
803832,2021,5,North West,85,Manchester,U,Minor,,,386932,400140,53.49779500,-2.19846040,,,Counted,Manual count,46,14,1893,0,394,38,4,0,1,1,8,52,2352
807601,2021,5,North West,85,Manchester,U,Minor,,,384650,394055,53.44303900,-2.23256030,,,Counted,Manual count,36,0,521,2,35,0,4,0,0,0,0,4,562
808544,2021,5,North West,85,Manchester,U,Minor,,,384498,393625,53.43916900,-2.23482730,,,Counted,Manual count,171,36,9086,85,907,37,12,6,0,2,1,58,10171
820072,2021,5,North West,85,Manchester,U,Minor,,,385691,395885,53.45951700,-2.21697210,,,Estimated,Estimated using previous year's AADF on this link,17,2,59,0,8,0,0,0,0,0,0,0,70
27294,2019,5,North West,85,Manchester,A560,Major,LA Boundary,M56,380000,389400,53.40104100,-2.30226770,2.80,1.74,Estimated,Estimated using previous year's AADF on this link,214,91,22425,391,2768,158,54,24,7,2,8,253,25927
80941,2021,5,North West,85,Manchester,A5103,Major,A57(M),A5067,383750,396930,53.46885300,-2.24625920,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,46,168,29408,122,4093,377,59,48,41,130,87,741,34533
90167,2021,5,North West,85,Manchester,A34,Major,Mosley St,A6042,383900,398130,53.47964400,-2.24406160,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,433,11,1015,569,218,21,3,8,0,0,1,33,1846
944407,2018,5,North West,85,Manchester,B5219,Minor,,,384773,395686,53.45770200,-2.23078810,,,Counted,Manual count,224,60,8837,225,683,51,12,0,0,1,1,66,9871
944405,2018,5,North West,85,Manchester,B5093,Minor,,,385205,393342,53.43664600,-2.22417110,,,Counted,Manual count,1128,49,6594,868,845,88,14,1,0,1,1,104,8460
808667,2021,5,North West,85,Manchester,U,Minor,,,385839,394918,53.45082900,-2.21469920,,,Counted,Manual count,114,0,506,1,48,2,3,0,0,0,0,4,559
75240,2019,5,North West,85,Manchester,A635,Major,Ashton Old Road,Pin Mill Brow,385600,397720,53.47600800,-2.21842740,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,225,120,14206,218,2645,286,71,110,30,129,80,707,17896
56370,2019,5,North West,85,Manchester,A57,Major,A6143,A57(M),382800,397500,53.47394600,-2.26060130,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,497,370,49467,178,8172,955,166,355,97,285,231,2089,60276
26157,2019,5,North West,85,Manchester,A6,Major,A57,A57(M),384950,397300,53.47221500,-2.22820030,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,539,210,14749,1603,2359,160,86,81,19,112,48,505,19425
809658,2021,5,North West,85,Manchester,U,Minor,,,385421,399503,53.49202900,-2.22120770,,,Estimated,Estimated using previous year's AADF on this link,7,0,472,0,74,1,0,1,0,0,0,2,548
6047,2018,5,North West,85,Manchester,M56,Major,5,4,381560,387149,53.38086500,-2.27867310,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,0,288,125790,522,19355,2328,391,715,386,4183,898,8900,154855
46573,2019,5,North West,85,Manchester,A56,Major,A57(M),A6143,383330,397500,53.47396300,-2.25261650,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,1000,136,13469,279,1665,135,31,31,6,9,3,215,15764
75247,2018,5,North West,85,Manchester,A665,Major,Rochdale Rd,Oldham Rd,384600,398860,53.48622600,-2.23355020,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,52,50,10458,32,1734,214,22,30,8,9,25,309,12583
806572,2021,5,North West,85,Manchester,U,Minor,,,384182,392535,53.42936200,-2.23952900,,,Counted,Manual count,533,43,5590,151,618,17,13,0,4,0,0,34,6435
38036,2019,5,North West,85,Manchester,A56,Major,A34 Quay St,A34 Bridge St,383580,398100,53.47936400,-2.24888170,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,901,59,7910,204,1532,120,16,28,8,3,3,178,9883
75249,2018,5,North West,85,Manchester,A62,Major,Swan St,Addington St,384700,398750,53.48524000,-2.23203780,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,323,183,23618,588,3375,346,87,69,42,113,65,722,28486
80940,2018,5,North West,85,Manchester,A5103,Major,A6010,A5067,383830,395000,53.45150800,-2.24495410,2.70,1.68,Estimated,Estimated using previous year's AADF on this link,148,221,34470,383,4591,486,53,79,41,106,120,884,40549
99517,2018,5,North West,85,Manchester,A6010,Major,A6010 Dickenson Rd,A6 Stockport Rd,386627,395707,53.45794200,-2.20286770,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,148,50,8575,18,1384,117,34,11,3,3,5,174,10201
